store_id,month,year,units_sold,revenue_usd,cost_usd,gross_profit_usd,gross_margin_pct,median_income,population,percent_age_18_34,percent_age_35_64,percent_age_65_plus
S006,2,2024,185,1579.1712690534741,750.6495902359355,828.5216788175386,52.465599840487165,47658.630430508194,24656,0.26464058640415106,0.5319968092068358,0.2033626043890132
S006,3,2024,217,1920.8528921897343,927.185220404658,993.6676717850763,51.73054510448818,47658.630430508194,24656,0.26464058640415106,0.5319968092068358,0.2033626043890132
S006,4,2024,189,2195.543973037274,887.6405665348076,1307.9034065024666,59.5708135461818,47658.630430508194,24656,0.26464058640415106,0.5319968092068358,0.2033626043890132
S006,5,2024,182,1908.8791177658918,1041.900389983815,866.9787277820767,45.41821007486156,47658.630430508194,24656,0.26464058640415106,0.5319968092068358,0.2033626043890132
S006,6,2024,258,2571.8640144580836,1165.2541043622625,1406.609910095821,54.69223497775823,47658.630430508194,24656,0.26464058640415106,0.5319968092068358,0.2033626043890132
S006,7,2024,188,1751.221210936206,990.1587212230888,761.0624897131172,43.45895795233384,47658.630430508194,24656,0.26464058640415106,0.5319968092068358,0.2033626043890132
S006,8,2024,153,1302.3640534421568,658.4822242147621,643.8818292273946,49.43946567978521,47658.630430508194,24656,0.26464058640415106,0.5319968092068358,0.2033626043890132
S006,9,2024,151,1416.7830391276134,874.8300997916156,541.9529393359978,38.25235934993309,47658.630430508194,24656,0.26464058640415106,0.5319968092068358,0.2033626043890132
S006,10,2024,164,1438.141596338488,669.4049061354051,768.7366902030828,53.45347719308644,47658.630430508194,24656,0.26464058640415106,0.5319968092068358,0.2033626043890132
S006,11,2024,152,1269.9311405242897,644.6733048145826,625.2578357097071,49.23557000512406,47658.630430508194,24656,0.26464058640415106,0.5319968092068358,0.2033626043890132
S006,12,2024,178,1782.4330968486581,957.7805589920541,824.652537856604,46.265553490596076,47658.630430508194,24656,0.26464058640415106,0.5319968092068358,0.2033626043890132
S007,1,2024,310,3621.8817766594484,1277.8683351100156,2344.013441549433,64.71811025569629,65792.12815507391,15803,0.3037581243486732,0.5634444400402432,0.1327974356110836
S007,2,2024,274,2394.2350372145893,1210.7234291885172,1183.511608026072,49.43172201685548,65792.12815507391,15803,0.3037581243486732,0.5634444400402432,0.1327974356110836
S007,3,2024,268,2539.4754216187957,1319.9186078473674,1219.5568137714283,48.02396602814996,65792.12815507391,15803,0.3037581243486732,0.5634444400402432,0.1327974356110836
S007,4,2024,250,2713.3495858845527,1447.6034188435997,1265.746167040953,46.6488422142744,65792.12815507391,15803,0.3037581243486732,0.5634444400402432,0.1327974356110836
S007,5,2024,221,2163.512532271934,1119.4168317731203,1044.0957004988138,48.25928599555625,65792.12815507391,15803,0.3037581243486732,0.5634444400402432,0.1327974356110836
S007,6,2024,236,1906.9472107021736,1096.0213661552602,810.9258445469134,42.52481872575357,65792.12815507391,15803,0.3037581243486732,0.5634444400402432,0.1327974356110836
S007,7,2024,208,2404.9186975755924,1078.9344606784844,1325.984236897108,55.13634362083998,65792.12815507391,15803,0.3037581243486732,0.5634444400402432,0.1327974356110836
S007,8,2024,272,2270.5692734391173,1380.18595874929,890.3833146898273,39.21410040668825,65792.12815507391,15803,0.3037581243486732,0.5634444400402432,0.1327974356110836
S007,9,2024,259,2204.173193696204,1182.9959192037393,1021.1772744924649,46.32926656639175,65792.12815507391,15803,0.3037581243486732,0.5634444400402432,0.1327974356110836
S007,10,2024,262,2469.189368740943,1564.9339903675213,904.2553783734215,36.621548343799475,65792.12815507391,15803,0.3037581243486732,0.5634444400402432,0.1327974356110836
S007,11,2024,225,1937.5732252658988,1010.6809777730286,926.8922474928702,47.83779190413152,65792.12815507391,15803,0.3037581243486732,0.5634444400402432,0.1327974356110836
S007,12,2024,221,1921.2622582405631,1280.3703176848799,640.8919405556833,33.35785824172665,65792.12815507391,15803,0.3037581243486732,0.5634444400402432,0.1327974356110836
S008,1,2024,195,2326.255321188713,823.6951718455405,1502.5601493431725,64.59136861105024,57674.34729152909,18453,0.3406037917790356,0.5110401623198925,0.14835604590107188
S008,2,2024,259,2918.486665503454,1169.5936644092787,1748.8930010941751,59.92465279235676,57674.34729152909,18453,0.3406037917790356,0.5110401623198925,0.14835604590107188
S008,3,2024,250,2556.76289301393,1285.80634473495,1270.9565482789799,49.70959770073819,57674.34729152909,18453,0.3406037917790356,0.5110401623198925,0.14835604590107188
S008,4,2024,192,1784.585653558459,931.367592428704,853.2180611297549,47.81042924044808,57674.34729152909,18453,0.3406037917790356,0.5110401623198925,0.14835604590107188
S008,5,2024,195,2036.2836331044732,892.5659157636998,1143.7177173407736,56.16691598100637,57674.34729152909,18453,0.3406037917790356,0.5110401623198925,0.14835604590107188
S008,6,2024,232,2350.242993407872,952.0461210856062,1398.1968723222658,59.49158773131236,57674.34729152909,18453,0.3406037917790356,0.5110401623198925,0.14835604590107188
S008,7,2024,183,2188.6508901094403,849.9815072607486,1338.6693828486918,61.16413489689777,57674.34729152909,18453,0.3406037917790356,0.5110401623198925,0.14835604590107188
S008,8,2024,264,2914.800620043509,1370.4972550409418,1544.303365002567,52.98144080192749,57674.34729152909,18453,0.3406037917790356,0.5110401623198925,0.14835604590107188
S008,9,2024,215,2519.39506405313,1217.1663453487236,1302.2287187044067,51.688150750339986,57674.34729152909,18453,0.3406037917790356,0.5110401623198925,0.14835604590107188
S008,10,2024,302,3549.515271839814,1317.4647719640589,2232.050499875755,62.88324824473344,57674.34729152909,18453,0.3406037917790356,0.5110401623198925,0.14835604590107188
S008,11,2024,205,2330.299596941783,877.3066744167787,1452.9929225250044,62.35219387377785,57674.34729152909,18453,0.3406037917790356,0.5110401623198925,0.14835604590107188
S008,12,2024,212,1835.2973966454817,1193.379681378106,641.9177152673758,34.97622327807251,57674.34729152909,18453,0.3406037917790356,0.5110401623198925,0.14835604590107188
S009,1,2024,176,2025.5491807324283,842.1406778127678,1183.4085029196606,58.424081438089104,45305.256140650476,21656,0.2727259204758588,0.5059301156712013,0.22134396385293997
S009,2,2024,184,1812.5323222528302,846.9070576924042,965.625264560426,53.27492661539036,45305.256140650476,21656,0.2727259204758588,0.5059301156712013,0.22134396385293997
S009,3,2024,170,1971.7107098267065,810.5230152668919,1161.1876945598146,58.892396778727814,45305.256140650476,21656,0.2727259204758588,0.5059301156712013,0.22134396385293997
S009,4,2024,192,1625.7776952640238,1128.8955354675745,496.8821597964493,30.56273691316428,45305.256140650476,21656,0.2727259204758588,0.5059301156712013,0.22134396385293997
S009,5,2024,158,1765.823919618827,827.9429908734103,937.8809287454167,53.11293602523342,45305.256140650476,21656,0.2727259204758588,0.5059301156712013,0.22134396385293997
S009,6,2024,203,1747.1600023429942,938.5591595249927,808.6008428180015,46.28086962462759,45305.256140650476,21656,0.2727259204758588,0.5059301156712013,0.22134396385293997
S009,7,2024,139,1428.858664788452,767.963514635912,660.8951501525399,46.25336056245899,45305.256140650476,21656,0.2727259204758588,0.5059301156712013,0.22134396385293997
S009,8,2024,223,1882.6835093640448,1269.517722113595,613.1657872504497,32.56871291434279,45305.256140650476,21656,0.2727259204758588,0.5059301156712013,0.22134396385293997
S009,9,2024,183,1573.7395568193022,815.9060106551467,757.8335461641555,48.15495314204461,45305.256140650476,21656,0.2727259204758588,0.5059301156712013,0.22134396385293997
S009,10,2024,200,2155.15875557368,1017.0897773390385,1138.0689782346417,52.806735248220726,45305.256140650476,21656,0.2727259204758588,0.5059301156712013,0.22134396385293997
S009,11,2024,149,1733.4365345548424,769.8507548403038,963.5857797145386,55.588177617474386,45305.256140650476,21656,0.2727259204758588,0.5059301156712013,0.22134396385293997
S009,12,2024,209,1800.2017730050432,1081.044069783021,719.1577032220221,39.94872763743286,45305.256140650476,21656,0.2727259204758588,0.5059301156712013,0.22134396385293997
S010,1,2024,178,2044.9522231682356,1043.834108564166,1001.1181146040697,48.95557476903014,55425.60043585965,24877,0.3943564165441922,0.44837045818009036,0.15727312527571746
S010,2,2024,263,2848.0150432976952,1132.2355365729015,1715.7795067247937,60.244748733423314,55425.60043585965,24877,0.3943564165441922,0.44837045818009036,0.15727312527571746
S010,3,2024,218,2386.1793734647586,1279.3840184392905,1106.795355025468,46.38357733427178,55425.60043585965,24877,0.3943564165441922,0.44837045818009036,0.15727312527571746
S010,4,2024,210,2507.266607128361,1192.3371963072925,1314.9294108210686,52.44473830914583,55425.60043585965,24877,0.3943564165441922,0.44837045818009036,0.15727312527571746
S010,5,2024,230,2317.331012555986,1191.9867004426676,1125.3443121133184,48.56208741935742,55425.60043585965,24877,0.3943564165441922,0.44837045818009036,0.15727312527571746
S010,6,2024,202,2264.7055864671934,809.8713372938595,1454.8342491733338,64.23944277202006,55425.60043585965,24877,0.3943564165441922,0.44837045818009036,0.15727312527571746
S010,7,2024,217,2534.434675046276,1018.3141615548273,1516.1205134914487,59.82085584682769,55425.60043585965,24877,0.3943564165441922,0.44837045818009036,0.15727312527571746
S010,8,2024,210,1868.668051269585,1030.0245967757312,838.6434544938538,44.87920976248693,55425.60043585965,24877,0.3943564165441922,0.44837045818009036,0.15727312527571746
S010,9,2024,201,1944.8160614016565,1171.768052229376,773.0480091722804,39.749158005983034,55425.60043585965,24877,0.3943564165441922,0.44837045818009036,0.15727312527571746
S010,10,2024,226,1819.8373887558535,1203.918892151553,615.9184966043003,33.84469955446833,55425.60043585965,24877,0.3943564165441922,0.44837045818009036,0.15727312527571746
S010,11,2024,169,2025.8869942478602,845.74191349196,1180.1450807559004,58.25325322225321,55425.60043585965,24877,0.3943564165441922,0.44837045818009036,0.15727312527571746
S010,12,2024,248,2192.2263483508214,1437.434927562594,754.7914207882272,34.43035986480344,55425.60043585965,24877,0.3943564165441922,0.44837045818009036,0.15727312527571746
S011,1,2024,138,1364.5809537007194,707.8961527804821,656.6848009202373,48.12355024737226,45365.82307187538,17604,0.39248945898842225,0.4186205535611799,0.18888998745039787
S011,2,2024,154,1555.0244059057893,751.7549260569742,803.2694798488151,51.65639052339613,45365.82307187538,17604,0.39248945898842225,0.4186205535611799,0.18888998745039787
S011,3,2024,153,1335.340015863106,875.7064000301363,459.63361583296967,34.42071759797316,45365.82307187538,17604,0.39248945898842225,0.4186205535611799,0.18888998745039787
S011,4,2024,189,1998.8636546886958,910.5015166750804,1088.3621380136153,54.44904335824333,45365.82307187538,17604,0.39248945898842225,0.4186205535611799,0.18888998745039787
S011,5,2024,153,1359.846963102965,682.7088877559498,677.1380753470152,49.79516767106561,45365.82307187538,17604,0.39248945898842225,0.4186205535611799,0.18888998745039787
S011,6,2024,158,1769.5469659558557,688.4201132091695,1081.1268527466864,61.09625082274628,45365.82307187538,17604,0.39248945898842225,0.4186205535611799,0.18888998745039787
S011,7,2024,156,1399.7394471836592,849.3472827389656,550.3921644446935,39.321044038024944,45365.82307187538,17604,0.39248945898842225,0.4186205535611799,0.18888998745039787
S011,8,2024,188,2006.4000227011256,829.0740950763487,1177.3259276247768,58.67852443700614,45365.82307187538,17604,0.39248945898842225,0.4186205535611799,0.18888998745039787
S011,9,2024,139,1159.542743155084,613.7923789305955,545.7503642244885,47.065997993270756,45365.82307187538,17604,0.39248945898842225,0.4186205535611799,0.18888998745039787
S011,10,2024,213,2400.461914601152,997.6141918232952,1402.8477227778567,58.44074068598361,45365.82307187538,17604,0.39248945898842225,0.4186205535611799,0.18888998745039787
S011,11,2024,178,1614.8613122658878,934.1970111942917,680.6643010715961,42.15001597360234,45365.82307187538,17604,0.39248945898842225,0.4186205535611799,0.18888998745039787
S011,12,2024,173,1587.770305603007,1020.1648442089063,567.6054613941008,35.74858777690355,45365.82307187538,17604,0.39248945898842225,0.4186205535611799,0.18888998745039787
S012,1,2024,220,2188.939454459572,1273.6029798334002,915.3364746261718,41.81643639166619,45342.70246429743,19071,0.2503564591650728,0.5794431515906653,0.17020038924426184
S012,2,2024,156,1415.6546722562064,792.9898749741906,622.6647972820158,43.984229309937625,45342.70246429743,19071,0.2503564591650728,0.5794431515906653,0.17020038924426184
S012,3,2024,159,1803.0156306043543,949.0398934637295,853.9757371406248,47.36374564065093,45342.70246429743,19071,0.2503564591650728,0.5794431515906653,0.17020038924426184
S012,4,2024,165,1332.137846521328,961.7186061649646,370.4192403563633,27.80637464235821,45342.70246429743,19071,0.2503564591650728,0.5794431515906653,0.17020038924426184
S012,5,2024,148,1512.0733774893495,784.8204349521518,727.2529425371977,48.0964054631218,45342.70246429743,19071,0.2503564591650728,0.5794431515906653,0.17020038924426184
S012,6,2024,156,1333.4166331629358,904.8058162566088,428.61081690632705,32.14380308798452,45342.70246429743,19071,0.2503564591650728,0.5794431515906653,0.17020038924426184
S012,7,2024,206,2195.9902198261143,896.2529667928613,1299.737253033253,59.18684160333694,45342.70246429743,19071,0.2503564591650728,0.5794431515906653,0.17020038924426184
S012,8,2024,192,1934.5287976572192,786.034931241621,1148.4938664155982,59.36814524583266,45342.70246429743,19071,0.2503564591650728,0.5794431515906653,0.17020038924426184
S012,9,2024,139,1447.3525728633117,624.2070524914072,823.1455203719045,56.87249505097902,45342.70246429743,19071,0.2503564591650728,0.5794431515906653,0.17020038924426184
S012,10,2024,166,1805.4464810423387,762.6444095868942,1042.8020714554445,57.758680880609845,45342.70246429743,19071,0.2503564591650728,0.5794431515906653,0.17020038924426184
S012,11,2024,196,2302.4745156306103,1071.168262106418,1231.3062535241922,53.477519302182486,45342.70246429743,19071,0.2503564591650728,0.5794431515906653,0.17020038924426184
S012,12,2024,153,1588.187693588556,627.7362989261806,960.4513946623754,60.47467805849872,45342.70246429743,19071,0.2503564591650728,0.5794431515906653,0.17020038924426184
S013,1,2024,195,2161.311518921741,821.5733187221709,1339.7382001995702,61.987278949401684,52419.62271566034,14468,0.2994497011784771,0.5800836114326661,0.1204666873888568
S013,2,2024,183,1967.9105541851027,891.1468059289712,1076.7637482561315,54.716091946669366,52419.62271566034,14468,0.2994497011784771,0.5800836114326661,0.1204666873888568
S013,3,2024,221,2382.1116802353135,1004.2881506556434,1377.82352957967,57.84042540959137,52419.62271566034,14468,0.2994497011784771,0.5800836114326661,0.1204666873888568
S013,4,2024,178,2077.127265729117,760.7074326071503,1316.4198331219668,63.37694636442388,52419.62271566034,14468,0.2994497011784771,0.5800836114326661,0.1204666873888568
S013,5,2024,212,2155.5320033768476,1218.129034411597,937.4029689652505,43.48824176568563,52419.62271566034,14468,0.2994497011784771,0.5800836114326661,0.1204666873888568
S013,6,2024,234,2519.97086438871,1333.4235649325694,1186.5472994561408,47.08575468962699,52419.62271566034,14468,0.2994497011784771,0.5800836114326661,0.1204666873888568
S013,7,2024,176,2103.3182776296394,1036.3088875696878,1067.0093900599516,50.729811146909775,52419.62271566034,14468,0.2994497011784771,0.5800836114326661,0.1204666873888568
S013,8,2024,242,2822.1926720652245,984.4298536355266,1837.762818429698,65.11826200317003,52419.62271566034,14468,0.2994497011784771,0.5800836114326661,0.1204666873888568
S013,9,2024,255,3030.479410068675,1501.5759094478512,1528.9035006208237,50.45087901079574,52419.62271566034,14468,0.2994497011784771,0.5800836114326661,0.1204666873888568
S013,10,2024,237,2198.5072486346066,1340.905934747421,857.6013138871856,39.00834597747189,52419.62271566034,14468,0.2994497011784771,0.5800836114326661,0.1204666873888568
S013,11,2024,163,1757.980281872547,762.7992381883896,995.1810436841574,56.60934049977631,52419.62271566034,14468,0.2994497011784771,0.5800836114326661,0.1204666873888568
S013,12,2024,203,2062.066929408774,1133.0336049246193,929.0333244841545,45.053500021481966,52419.62271566034,14468,0.2994497011784771,0.5800836114326661,0.1204666873888568
S014,1,2024,136,1423.0295743711736,607.3649771329884,815.6645972381851,57.31887881519408,30867.197553422022,14018,0.26017566196335395,0.5266202914546536,0.21320404658199243
S014,2,2024,138,1654.8596290144023,648.796461064672,1006.0631679497303,60.79447164645132,30867.197553422022,14018,0.26017566196335395,0.5266202914546536,0.21320404658199243
S014,3,2024,129,1355.792819020679,741.4086954600755,614.3841235606035,45.31548736217585,30867.197553422022,14018,0.26017566196335395,0.5266202914546536,0.21320404658199243
S014,4,2024,133,1191.0294415487367,561.3861140929511,629.6433274557857,52.86547128818568,30867.197553422022,14018,0.26017566196335395,0.5266202914546536,0.21320404658199243
S014,5,2024,110,982.7874104619603,449.26050171999964,533.5269087419607,54.28711266164631,30867.197553422022,14018,0.26017566196335395,0.5266202914546536,0.21320404658199243
S014,6,2024,130,1153.4920216898333,766.9899078270586,386.50211386277476,33.50713369448018,30867.197553422022,14018,0.26017566196335395,0.5266202914546536,0.21320404658199243
S014,7,2024,127,1462.5921002415796,747.9619336620182,714.6301665795614,48.86052416538585,30867.197553422022,14018,0.26017566196335395,0.5266202914546536,0.21320404658199243
S014,8,2024,106,1268.255497482078,473.11440069328995,795.141096788788,62.69565543909849,30867.197553422022,14018,0.26017566196335395,0.5266202914546536,0.21320404658199243
S014,9,2024,147,1477.460844477707,655.816924645021,821.643919832686,55.611891367797504,30867.197553422022,14018,0.26017566196335395,0.5266202914546536,0.21320404658199243
S014,10,2024,99,1100.7154515324344,465.32480131501256,635.3906502174218,57.7252412812794,30867.197553422022,14018,0.26017566196335395,0.5266202914546536,0.21320404658199243
S014,11,2024,130,1120.0258712967247,732.1166124975606,387.90925879916415,34.633955227307126,30867.197553422022,14018,0.26017566196335395,0.5266202914546536,0.21320404658199243
S014,12,2024,117,1213.495889505917,603.7401726340478,609.7557168718691,50.24786009947964,30867.197553422022,14018,0.26017566196335395,0.5266202914546536,0.21320404658199243
S015,1,2024,105,894.3962669387778,606.6370967724853,287.7591701662925,32.17356565576876,32750.821674869672,24062,0.25696809887549354,0.46780595820974014,0.2752259429147663
S015,2,2024,143,1193.7564266693266,688.8176189382198,504.93880773110686,42.29831115045181,32750.821674869672,24062,0.25696809887549354,0.46780595820974014,0.2752259429147663
